Date,Day,Hour,Minute,Mean Activity (g),Asleep (proportion),Wearing (proportion),Sedentary Activity (proportion),Light Activity (proportion),Moderate Activity (proportion),Vigorous Activity (proportion),Steps (average per min)
2018-03-09T20:00:00.000Z,4,116,6960,0.08679451687882343,0,1,0.5833333333333334,0.08333333333333333,0.3333333333333333,0,35.95
2018-03-09T21:00:00.000Z,4,117,7020,0.08489065018948168,0,1,0.45,0.25,0.3,0,25.5
2018-03-09T22:00:00.000Z,4,118,7080,0.12612208314239978,0,1,0.31666666666666665,0.16666666666666666,0.5,0.016666666666666666,36.91666666666666
2018-03-09T23:00:00.000Z,4,119,7140,0.14375778259709476,0,1,0.31666666666666665,0.08333333333333333,0.5833333333333334,0.016666666666666666,39.75
2018-03-10T00:00:00.000Z,5,120,7200,0.1092364670863996,0,1,0.5,0.16666666666666666,0.3333333333333333,0,29.4
2018-03-10T01:00:00.000Z,5,121,7260,0.13037415058352053,0,1,0.43333333333333335,0.05,0.5166666666666667,0,43.38333333333333
2018-03-10T02:00:00.000Z,5,122,7320,0.003784033315605484,0.7258064516129032,1,0.9833333333333332,0,0.016666666666666666,0,1
2018-03-10T03:00:00.000Z,5,123,7380,0.0005887000011474204,0.38333333333333336,0,1,0,0,0,0
2018-03-10T04:00:00.000Z,5,124,7440,0.0006061166621899853,0.6885245901639344,0,1,0,0,0,0
2018-03-10T05:00:00.000Z,5,125,7500,0.0005875166680198163,0.7258064516129032,0,1,0,0,0,0
2018-03-10T06:00:00.000Z,5,126,7560,0.0005679833300140066,0.6451612903225806,0,1,0,0,0,0
2018-03-10T07:00:00.000Z,5,127,7620,0.0006066333337609346,0.4426229508196721,0.5,1,0,0,0,0
2018-03-10T08:00:00.000Z,5,128,7680,0.0005546166668257986,0.7833333333333333,0,1,0,0,0,0
2018-03-10T09:00:00.000Z,5,129,7740,0.0005689166651184981,0.4677419354838709,0,1,0,0,0,0
2018-03-10T10:00:00.000Z,5,130,7800,0.000549333334978049,0.4516129032258064,0,1,0,0,0,0
2018-03-10T11:00:00.000Z,5,131,7860,0.0005985166673781351,0,0.5,1,0,0,0,0
2018-03-10T12:00:00.000Z,5,132,7920,0.0006731333351732853,0,1,1,0,0,0,0.03333333333333333
2018-03-10T13:00:00.000Z,5,133,7980,0.000953266660993298,0.8,1,1,0,0,0,0.06666666666666667
2018-03-10T14:00:00.000Z,5,134,8040,0.064756733487593,0.06666666666666667,1,0.6166666666666667,0.25,0.13333333333333333,0,21.73333333333333
